customer_state,total_price,total_freight,num_items,num_unique_sellers,total_payment,max_installments,main_payment_type,purchase_year,purchase_month,purchase_dayofweek,purchase_hour,is_weekend,estimated_delivery_days,freight_ratio,is_late
17,49.9,16.78,1.0,1.0,66.68,1.0,2,2016,10,1,23,0,56.023020833333334,0.3362658062964671,0
25,179.9,16.37,1.0,1.0,196.27,9.0,2,2016,10,1,23,0,50.01457175925926,0.09099449141472254,0
10,44.9,15.7,1.0,1.0,60.6,2.0,2,2016,10,1,23,0,54.009791666666665,0.34965813678982655,0
17,319.6,63.64,4.0,1.0,383.24,3.0,2,2016,10,1,23,0,54.00068287037037,0.1991232818420468,0
25,24.9,10.96,1.0,1.0,35.86,3.0,2,2016,10,2,0,0,50.977418981481485,0.44014296614593795,0
15,75.0,20.58,1.0,1.0,95.58,1.0,1,2016,10,2,7,0,62.68623842592593,0.2743963413821149,0
17,43.89,14.52,1.0,1.0,58.41,1.0,2,2016,10,2,8,0,54.66542824074074,0.3308195301998132,0
17,59.9,11.31,1.0,1.0,71.21000000000001,1.0,4,2016,10,2,8,0,50.663645833333334,0.18881153903941506,0
10,119.99,14.81,1.0,1.0,134.8,6.0,2,2016,10,2,8,0,54.63798611111111,0.12342592361093749,0
22,89.9,23.27,1.0,1.0,113.17,1.0,1,2016,10,2,8,0,56.63408564814815,0.25884027986340524,0
17,30.97,14.52,1.0,1.0,45.49,1.0,2,2016,10,2,9,0,54.61127314814815,0.46882567563204286,0
13,629.9,34.03,1.0,1.0,663.93,1.0,1,2016,10,2,9,0,64.59255787037037,0.054024362558560794,0
8,249.9,20.85,1.0,1.0,270.75,10.0,2,2016,10,2,11,0,60.54050925925926,0.08343303948363552,0
25,86.99,28.23,1.0,1.0,115.22,1.0,1,2016,10,2,11,0,50.537592592592596,0.3245163292754423,0
25,149.99,11.66,1.0,1.0,161.65,1.0,1,2016,10,2,11,0,50.535578703703706,0.07773799761319011,0
18,10.0,14.52,1.0,1.0,24.52,1.0,1,2016,10,2,11,0,54.51063657407408,1.4518548145185481,0
18,59.9,11.3,1.0,1.0,71.2,1.0,2,2016,10,2,12,0,48.4771412037037,0.18864459691824847,0
15,249.9,23.87,1.0,1.0,273.77,10.0,2,2016,10,2,12,0,62.476342592592594,0.09551782505872325,0
9,467.4,157.8,6.0,1.0,625.2,1.0,1,2016,10,2,12,0,64.47108796296297,0.33761160117329664,0
10,169.9,14.97,1.0,1.0,184.87,5.0,2,2016,10,2,12,0,50.469340277777775,0.08811013472551663,0
10,79.8,29.04,2.0,1.0,108.84,10.0,2,2016,10,2,13,0,54.449502314814815,0.36390521422037314,0
18,329.99,12.7,1.0,1.0,342.69,10.0,2,2016,10,2,14,0,50.38837962962963,0.03848589810025122,0
25,29.9,10.96,1.0,1.0,40.86,4.0,2,2016,10,2,14,0,50.38207175925926,0.36654292498578644,0
25,294.9,20.34,1.0,1.0,315.24,10.0,2,2016,10,2,15,0,54.36944444444445,0.06897229917836835,0
15,649.0,169.12,1.0,1.0,818.12,10.0,2,2016,10,2,15,0,64.36253472222222,0.2605851146608403,0
23,599.6,77.32,4.0,1.0,676.92,5.0,2,2016,10,2,17,0,54.28533564814815,0.12895242002598392,0
10,128.9,21.01,1.0,1.0,149.91,2.0,2,2016,10,2,17,0,54.28346064814815,0.16299330493944966,0
25,49.99,10.96,1.0,1.0,60.95,6.0,2,2016,10,2,17,0,50.28163194444444,0.21923946310335862,0
22,128.9,23.22,1.0,1.0,152.12,1.0,2,2016,10,2,17,0,56.2803587962963,0.18013824563036746,0
25,96.91,65.48,5.0,2.0,162.39,3.0,2,2016,10,2,19,0,54.201701388888885,0.6756714924002436,0
5,629.9,31.85,1.0,1.0,661.75,5.0,2,2016,10,2,20,0,64.1603587962963,0.050563501248608915,0
22,129.99,24.11,1.0,1.0,154.1,1.0,1,2016,10,2,20,0,54.152118055555555,0.1854743789954689,0
10,19.9,14.52,1.0,1.0,34.42,1.0,1,2016,10,2,20,0,54.15209490740741,0.729611577307673,0
10,30.97,14.52,1.0,1.0,45.49,4.0,2,2016,10,2,20,0,54.141215277777775,0.46882567563204286,0
10,54.9,14.73,1.0,1.0,69.63,3.0,2,2016,10,2,21,0,54.117407407407406,0.26830112384109583,0
22,248.0,18.11,1.0,1.0,266.11,3.0,2,2016,10,2,22,0,50.06620370370371,0.07302389909718106,0
25,22.9,15.46,1.0,1.0,38.36,1.0,2,2016,10,2,22,0,50.05571759259259,0.6750796908431946,0
6,101.9,21.3,1.0,1.0,123.2,5.0,2,2016,10,2,22,0,56.04600694444444,0.20902640798421995,0
10,24.99,17.78,1.0,1.0,42.77,1.0,1,2016,10,2,23,0,60.03155092592593,0.7114561242047137,0
22,49.99,19.36,1.0,1.0,69.35,6.0,2,2016,10,3,0,0,56.99563657407408,0.38726970854753856,0
25,39.99,11.95,1.0,1.0,51.94,1.0,2,2016,10,3,2,0,52.87940972222222,0.29881723387762243,0
10,99.98,29.18,2.0,1.0,129.16,1.0,1,2016,10,3,7,0,54.70260416666667,0.29185545253598183,0
25,633.0,20.39,1.0,1.0,653.39,1.0,1,2016,10,3,7,0,54.67141203703704,0.03221163947608298,0
5,499.99,94.47,1.0,1.0,594.46,1.0,2,2016,10,3,8,0,94.64700231481481,0.18894340098121767,0
25,225.9,24.790000000000003,2.0,1.0,250.69,10.0,2,2016,10,3,8,0,52.62634259259259,0.1097383367050168,0
25,20.9,14.52,1.0,1.0,35.42,1.0,2,2016,10,3,9,0,56.619537037037034,0.6947036026984355,0
25,279.9,17.45,1.0,1.0,297.35,5.0,2,2016,10,3,9,0,52.60931712962963,0.06234347144168832,0
18,59.9,14.69,1.0,1.0,74.59,1.0,2,2016,10,3,9,0,54.58387731481481,0.245237975993723,0
6,649.17,22.14,1.0,1.0,671.31,4.0,2,2016,10,3,10,0,60.57486111111111,0.034105035499121195,0
23,109.99,16.26,1.0,1.0,126.25,6.0,2,2016,10,3,10,0,54.57369212962963,0.14783027702266552,0
25,499.8,35.18,2.0,1.0,534.98,8.0,2,2016,10,3,10,0,54.55052083333333,0.07038801442974305,0
25,40.9,11.03,1.0,1.0,51.93,4.0,2,2016,10,3,11,0,52.53769675925926,0.2696755580548153,0
25,128.9,16.04,1.0,1.0,144.94,1.0,2,2016,10,3,11,0,52.519444444444446,0.12443658311417287,0
25,159.9,16.33,1.0,1.0,176.23,1.0,3,2016,10,3,12,0,54.48487268518519,0.10212569027085508,0
18,109.9,17.96,1.0,1.0,127.86,2.0,2,2016,10,3,12,0,56.4846412037037,0.16341980509731485,0
25,107.99,11.8,1.0,1.0,119.79,3.0,2,2016,10,3,12,0,52.46395833333333,0.10926836495633896,0
25,99.9,16.26,1.0,1.0,116.16,10.0,2,2016,10,3,13,0,54.45657407407408,0.16276113352218696,0
25,25.9,8.72,1.0,1.0,34.62,3.0,2,2016,10,3,13,0,52.44657407407407,0.3366665379715069,0
6,39.9,16.05,1.0,1.0,55.95,5.0,2,2016,10,3,13,0,56.43101851851852,0.4022455577554448,0
18,119.8,57.94,2.0,1.0,126.12,5.0,2,2016,10,3,14,0,54.3750462962963,0.4836353619752756,0
22,89.9,17.47,1.0,1.0,107.37,1.0,1,2016,10,3,15,0,56.36517361111111,0.19432486846642413,0
19,399.8,67.4,2.0,1.0,467.2,2.0,2,2016,10,3,15,0,66.36134259259259,0.16858387047556161,0
25,59.9,14.93,1.0,1.0,74.83,2.0,2,2016,10,3,16,0,52.32395833333333,0.2492445869017212,0
18,136.9,25.7,1.0,1.0,162.6,5.0,2,2016,10,3,16,0,60.32087962962963,0.18772689753909758,0
17,139.99,16.23,1.0,1.0,156.22,7.0,2,2016,10,3,16,0,52.3031712962963,0.11593602445871519,0
17,79.9,11.38,1.0,1.0,91.28,3.0,2,2016,10,3,17,0,52.28466435185185,0.14242625248745322,0
10,89.9,15.49,1.0,1.0,105.39,3.0,2,2016,10,3,17,0,54.26193287037037,0.1723006418171099,0
8,49.0,25.15,1.0,1.0,74.15,1.0,2,2016,10,3,17,0,60.26006944444445,0.5132548315340503,0
7,69.9,19.26,1.0,1.0,89.16,2.0,2,2016,10,3,18,0,74.24790509259259,0.2755325388764109,0
8,44.9,20.8,1.0,1.0,65.7,2.0,2,2016,10,3,18,0,62.2422337962963,0.46324135319926063,0
17,49.8,45.86,2.0,1.0,81.9,5.0,2,2016,10,3,18,0,56.214988425925924,0.9208650428706252,0
8,41.99,19.07,1.0,1.0,61.06,3.0,2,2016,10,3,19,0,60.18502314814815,0.4541449358195804,0
25,88.0,11.23,1.0,1.0,99.23,1.0,2,2016,10,3,19,0,52.181805555555556,0.12761218622515652,0
25,29.9,8.72,1.0,1.0,38.62,1.0,2,2016,10,3,20,0,52.163148148148146,0.2916290425069396,0
18,39.9,10.96,1.0,1.0,50.86,1.0,2,2016,10,3,20,0,52.162199074074074,0.27467983258564954,0
23,59.9,25.92,1.0,1.0,85.82,2.0,2,2016,10,3,20,0,54.15601851851852,0.43271397806380535,0
25,249.9,17.59,1.0,1.0,267.49,2.0,2,2016,10,3,22,0,54.083020833333336,0.07038787359794478,0
18,69.99,17.58,1.0,1.0,87.57,3.0,2,2016,10,3,22,0,74.06707175925926,0.25117515109085453,0
25,79.99,11.17,1.0,1.0,91.16,7.0,2,2016,10,3,22,0,52.0596875,0.13964070957982774,0
17,18.9,14.52,1.0,1.0,33.42,1.0,2,2016,10,3,23,0,54.02696759259259,0.7682133220464525,0
18,134.7,46.89,3.0,1.0,181.59,1.0,1,2016,10,4,0,0,54.962037037037035,0.3481043199382336,0
25,128.9,16.04,1.0,1.0,144.94,4.0,2,2016,10,4,2,0,52.887708333333336,0.12443658311417287,0
25,30.97,10.96,1.0,1.0,41.93,1.0,2,2016,10,4,8,0,52.646886574074074,0.3538794356010462,0
18,590.0,21.56,1.0,1.0,611.56,1.0,1,2016,10,4,8,0,60.64673611111111,0.03654231094523568,0
25,32.9,14.52,1.0,1.0,47.42,1.0,1,2016,10,4,9,0,54.60201388888889,0.4413239719157473,0
25,129.97,20.49,1.0,1.0,150.46,6.0,2,2016,10,4,9,0,52.59650462962963,0.1576505528156281,0
25,73.35,12.23,1.0,1.0,85.58,2.0,2,2016,10,4,10,0,52.579675925925926,0.16673255988330085,0
19,18.9,22.28,1.0,1.0,41.18,2.0,2,2016,10,4,10,0,62.57849537037037,1.1787736098619122,0
22,399.0,56.01,1.0,1.0,455.01,10.0,2,2016,10,4,10,0,58.575208333333336,0.1403755880311077,0
1,49.99,26.61,1.0,1.0,76.6,6.0,2,2016,10,4,10,0,66.57025462962963,0.5322958132463843,0
18,99.99,11.23,1.0,1.0,111.22,1.0,1,2016,10,4,10,0,52.56324074074074,0.11231010790971188,0
25,69.9,17.63,1.0,1.0,87.53,1.0,1,2016,10,4,10,0,54.55253472222222,0.2522138452954893,0
18,349.9,13.61,1.0,1.0,363.51,10.0,2,2016,10,4,10,0,48.55152777777778,0.03889671649980995,0
18,499.98,21.48,2.0,1.0,521.46,1.0,1,2016,10,4,10,0,52.546967592592594,0.042961632542036596,0
25,269.9,16.65,1.0,1.0,286.55,1.0,1,2016,10,4,10,0,54.54321759259259,0.06168928607155958,0
25,329.70000000000005,33.69,3.0,1.0,363.39,10.0,2,2016,10,4,11,0,52.52738425925926,0.10218349352898534,0
25,79.9,16.33,1.0,1.0,96.23,3.0,2,2016,10,4,11,0,58.51834490740741,0.20437791767312044,0
25,18.9,10.96,1.0,1.0,29.86,1.0,1,2016,10,4,11,0,52.51583333333333,0.5798634992857521,0
10,49.0,14.72,1.0,1.0,72.02,7.0,2,2016,10,4,12,0,54.49548611111111,0.3004020326115794,0
25,27.9,14.52,1.0,1.0,42.42,1.0,2,2016,10,4,14,0,54.4056712962963,0.5204114547865668,0
25,174.9,17.65,1.0,1.0,192.55,7.0,2,2016,10,4,14,0,58.38836805555555,0.10091423147952269,0
10,58.0,14.6,1.0,1.0,72.6,1.0,1,2016,10,4,14,0,54.38741898148148,0.2517197979345184,0
22,89.9,23.27,1.0,1.0,113.17,2.0,2,2016,10,4,14,0,58.38722222222222,0.25884027986340524,0
18,339.9,14.45,1.0,1.0,354.35,10.0,2,2016,10,4,15,0,48.366203703703704,0.04251237860435833,0
18,131.99,17.55,1.0,1.0,149.54,1.0,1,2016,10,4,16,0,58.29800925925926,0.13296361115530603,0
25,199.8,24.52,2.0,1.0,224.32,10.0,2,2016,10,4,16,0,52.29403935185185,0.12272210849795545,0
10,193.8,18.52,1.0,1.0,212.32,9.0,2,2016,10,4,17,0,54.28476851851852,0.09556194240483794,0
25,39.99,11.81,1.0,1.0,51.8,1.0,2,2016,10,4,17,0,52.282152777777775,0.2953164462003951,0
10,51.5,14.53,1.0,1.0,66.03,1.0,2,2016,10,4,17,0,72.26540509259259,0.2821304440690472,0
17,249.0,16.95,1.0,1.0,265.95,3.0,2,2016,10,4,19,0,54.20638888888889,0.06807201577503705,0
17,59.9,11.31,1.0,1.0,71.21,1.0,2,2016,10,4,19,0,52.19665509259259,0.18881153903941506,0
18,132.0,15.08,1.0,1.0,147.08,3.0,2,2016,10,4,21,0,54.11143518518519,0.11424155877606987,0
25,379.98,35.7,1.0,1.0,415.68,1.0,2,2016,10,4,21,0,52.10402777777778,0.09395206602435385,0
25,212.4,25.57,1.0,1.0,237.97,2.0,2,2016,10,4,21,0,58.08997685185185,0.12038549724342164,0
25,138.0,22.44,1.0,1.0,160.44,8.0,2,2016,10,4,22,0,54.05834490740741,0.1626075173368309,0
24,161.55,15.3,1.0,1.0,176.85,3.0,2,2016,10,4,22,0,54.05079861111111,0.09470693465221508,0
25,29.99,10.96,1.0,1.0,40.95,4.0,2,2016,10,4,22,0,52.0475462962963,0.3654429662232003,0
17,49.0,20.49,1.0,1.0,69.49,1.0,1,2016,10,4,23,0,54.02872685185185,0.41815473153609106,0
18,1399.0,24.55,1.0,1.0,1423.55,10.0,2,2016,10,5,1,1,54.938726851851854,0.017548236205692493,0
25,949.99,21.97,1.0,1.0,971.96,10.0,2,2016,10,5,2,1,52.90366898148148,0.023126534882962048,0
25,49.9,10.96,1.0,1.0,60.86,3.0,2,2016,10,5,4,1,52.83202546296296,0.21963487705657206,0
13,179.7,81.0,3.0,1.0,260.7,2.0,2,2016,10,5,8,1,66.66295138888889,0.4507487437465568,0
17,54.99,9.49,1.0,1.0,64.48,3.0,2,2016,10,5,8,1,52.64893518518519,0.1725736938771799,0
25,49.99,11.17,1.0,1.0,61.16,3.0,2,2016,10,5,9,1,52.590185185185184,0.2234402192394631,0
18,299.9,13.82,1.0,1.0,313.72,2.0,2,2016,10,5,9,1,50.5862962962963,0.04608187368498272,0
16,210.0,36.09,1.0,1.0,246.09,4.0,2,2016,10,5,10,1,66.57818287037037,0.1718563244936929,0
9,19.9,24.84,1.0,1.0,44.74,3.0,2,2016,10,5,10,1,66.56480324074074,1.2481784834932919,0
7,689.99,93.23,1.0,1.0,783.22,10.0,2,2016,10,5,10,1,58.56180555555556,0.13511770443382595,0
5,119.99,29.4,1.0,1.0,149.39,1.0,1,2016,10,5,10,1,94.54462962962963,0.24501837637822835,0
6,98.0,45.4,2.0,1.0,143.4,4.0,2,2016,10,5,11,1,58.51846064814815,0.4632605789736839,0
8,339.9,21.27,1.0,1.0,361.17,10.0,2,2016,10,5,11,1,58.5069212962963,0.0625770444923669,0
25,69.99,12.09,1.0,1.0,82.08,1.0,2,2016,10,5,13,1,52.42079861111111,0.1727364946921747,0
15,49.9,26.61,1.0,1.0,76.51,1.0,1,2016,10,5,14,1,66.39483796296297,0.5332558465762209,0
25,129.99,9.9,1.0,1.0,139.89,1.0,2,2016,10,5,14,1,52.38324074074074,0.07615911870821826,0
4,169.99,34.39,1.0,1.0,204.38,10.0,2,2016,10,5,15,1,64.37349537037036,0.20230482790265367,0
25,219.8,29.92,2.0,1.0,249.72,7.0,2,2016,10,5,15,1,52.3494212962963,0.13612312955810027,0
10,119.9,15.01,1.0,1.0,134.91,1.0,2,2016,10,5,15,1,54.345671296296295,0.1251866122884713,0
18,249.99,11.93,1.0,1.0,261.92,2.0,2,2016,10,5,15,1,52.341712962962966,0.04772171798184734,0
25,21.5,8.72,1.0,1.0,30.22,3.0,2,2016,10,5,16,1,52.331863425925924,0.405562531975257,0
25,179.8,27.42,2.0,1.0,207.22,10.0,2,2016,10,5,17,1,52.26151620370371,0.1525019326922542,0
25,399.99,20.09,1.0,1.0,420.08,10.0,2,2016,10,5,17,1,66.26150462962963,0.05022613008792698,0
18,389.0,60.65,1.0,1.0,449.65,1.0,1,2016,10,5,18,1,54.222824074074076,0.15591219559846892,0
10,239.9,16.75,1.0,1.0,256.65,6.0,2,2016,10,5,18,1,52.21835648148148,0.06982046760955561,0
6,35.0,16.05,1.0,1.0,51.05,3.0,2,2016,10,5,20,1,58.164907407407405,0.45855832690494563,0
8,49.9,18.82,1.0,1.0,68.72,4.0,2,2016,10,5,20,1,58.15549768518518,0.37714675056612096,0
25,43.89,14.52,1.0,1.0,58.41,1.0,2,2016,10,5,20,1,54.14666666666667,0.3308195301998132,0
15,75.9,26.79,1.0,1.0,102.69,3.0,2,2016,10,5,21,1,66.12190972222223,0.3529597765510335,0
18,15.9,14.52,1.0,1.0,30.42,1.0,1,2016,10,5,21,1,54.11611111111111,0.913150116344884,0
25,74.9,12.02,1.0,1.0,86.92,6.0,2,2016,10,5,21,1,52.098958333333336,0.16047849828440205,0
18,134.9,16.09,1.0,1.0,150.99,2.0,2,2016,10,5,21,1,54.08435185185185,0.11927265179650261,0
25,83.9,9.07,1.0,1.0,92.97,5.0,2,2016,10,5,22,1,52.07503472222222,0.108103598288459,0
5,59.9,25.18,1.0,1.0,85.08,1.0,1,2016,10,5,22,1,64.0595949074074,0.42036026109747754,0
25,17.8,14.12,1.0,1.0,31.92,1.0,1,2016,10,5,22,1,52.05444444444444,0.7932138643896409,0
23,299.9,19.19,1.0,1.0,319.09,10.0,2,2016,10,5,23,1,54.00965277777778,0.06398778263493621,0
22,35.0,16.05,1.0,1.0,51.05,1.0,2,2016,10,6,11,1,57.51861111111111,0.45855832690494563,0
18,62.9,17.35,1.0,1.0,80.25,1.0,2,2016,10,6,11,1,57.51130787037037,0.27583027296863327,0
17,72.9,14.39,1.0,1.0,87.29,1.0,2,2016,10,6,12,1,53.49030092592593,0.19739098229105223,0
23,29.9,14.59,1.0,1.0,44.49,4.0,2,2016,10,6,12,1,53.467766203703704,0.4879435470385606,0
10,44.99,15.53,1.0,1.0,60.52,1.0,2,2016,10,6,13,1,51.436145833333335,0.3451801471405392,0
17,299.99,17.91,1.0,1.0,317.9,10.0,2,2016,10,6,13,1,51.41826388888889,0.059701791053731613,0
10,129.97,29.38,1.0,1.0,159.35,1.0,2,2016,10,6,15,1,53.36758101851852,0.22605042663363364,0
5,90.0,26.89,1.0,1.0,116.89,4.0,2,2016,10,6,22,1,65.06129629629629,0.2987744580615771,0
18,99.99,11.23,1.0,1.0,111.22,3.0,2,2016,10,6,22,1,51.05959490740741,0.11231010790971188,0
17,179.19,108.72,6.0,2.0,406.92,10.0,2,2016,10,6,22,1,57.05804398148148,0.6067269003465575,0
25,11.9,10.96,1.0,1.0,22.86,2.0,2,2016,10,6,22,1,51.05782407407408,0.9209310142004874,0
22,39.9,15.7,1.0,1.0,55.6,1.0,1,2016,10,6,22,1,53.05776620370371,0.3934738477732388,0
23,79.99,18.84,1.0,1.0,98.83,9.0,2,2016,10,6,22,1,53.05653935185185,0.23552649673088222,0
10,56.0,20.47,1.0,1.0,76.47,2.0,2,2016,10,6,22,1,53.0565162037037,0.36552918697880393,0
18,39.99,15.63,1.0,1.0,55.62,1.0,4,2016,10,6,22,1,53.05376157407407,0.39083793853617066,0
10,380.0,39.06,1.0,1.0,419.06,5.0,2,2016,10,6,22,1,53.05253472222222,0.10278920318630742,0
25,87.3,21.72,2.0,2.0,109.02,6.0,2,2016,10,6,23,1,51.02415509259259,0.24879440098051567,0
10,79.9,11.17,1.0,1.0,105.19,10.0,2,2016,10,6,23,1,51.01505787037037,0.13979800002503096,0
25,29.9,15.11,1.0,1.0,45.01,1.0,2,2016,10,6,23,1,53.006516203703704,0.5053342697568644,0
25,549.99,63.79,1.0,1.0,613.78,10.0,2,2016,10,6,23,1,53.003125,0.1159837160971725,0
14,49.9,24.84,1.0,1.0,74.74,1.0,1,2016,10,0,0,0,64.99872685185186,0.49778561551872713,0
25,99.9,16.27,1.0,1.0,116.17,1.0,1,2016,10,0,2,0,52.90422453703704,0.16286123262029406,0
10,19.9,14.52,1.0,1.0,34.42,3.0,2,2016,10,0,4,0,52.8116087962963,0.729611577307673,0
25,24.99,10.96,1.0,1.0,35.95,1.0,1,2016,10,0,4,0,50.798969907407404,0.4385578808371014,0
4,54.9,20.94,1.0,1.0,75.84,3.0,2,2016,10,0,7,0,62.70616898148148,0.3814138175989509,0
